book_id,original_title,authors,average_rating,genre
420,Message in a Bottle,Nicholas Sparks,3.95,dictionary
421,The Paris Wife,Paula McLain,3.79,fiction
422,Complete Harry Potter Boxed Set,J.K. Rowling,4.74,comic 
423,The Elite,Kiera Cass,4.02,crime
424,Il nome della rosa,"Umberto Eco, William Weaver, SeÃ¡n Barrett",4.11,horror
425,Go Ask Alice,"Beatrice Sparks, Anonymous",3.77,mystery
426,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",3.89,fairy tale fantasy
427,The Importance of Being Earnest,Oscar Wilde,4.17,fiction
428,The Mark of Athena,Rick Riordan,4.47,science fiction
429,The Colour of Magic,Terry Pratchett,3.97,autobiographical
430,Umbibe,"Haruki Murakami, Philip Gabriel",4.13,dictionary
431,Red Dragon,Thomas Harris,4.01,comic
432,"I, Robot",Isaac Asimov,4.17,autobiographical
433,Dark Lover,J.R. Ward,4.21,horror
434,Crescendo,Becca Fitzpatrick,4.07,comic 
435,Before I Fall,Lauren Oliver,3.92,mystery
436,The God of Small Things,Arundhati Roy,3.91,fiction
437,The Invention of Wings,Sue Monk Kidd,4.23,comic 
438,What Alice Forgot,Liane Moriarty,4.05,genre
439,A Brief History of Time: From the Big Bang to Black Holes,"Stephen Hawking, Cao Chi, Pháº¡m VÄƒn Thiá»u",4.12,fiction
440,Fall of Giants,Ken Follett,4.26,comic 
441,Under the Dome,Stephen King,3.89,crime
442,Snow Crash,Neal Stephenson,4.02,horror
443,Just Listen,Sarah Dessen,4.06,mystery
444,Winnie-the-Pooh,"A.A. Milne, Ernest H. Shepard",4.34,fairy tale fantasy
445,Before I Go to Sleep,S.J. Watson,3.87,fiction
446,A Study in Scarlet,Arthur Conan Doyle,4.15,science fiction
447,Brisingr,Christopher Paolini,4.03,autobiographical
448,The Purpose Driven Life: What on Earth am I Here For?,Rick Warren,3.9,dictionary
449,Betrayed: a House of Night Novel,"P.C. Cast, Kristin Cast",3.93,fiction
450,Storm Front,Jim Butcher,4.02,comic 
451,Northanger Abbey,"Jane Austen, Alfred MacAdam",3.8,crime
452,The 5th Wave,Rick Yancey,4.1,horror
453,Cold Mountain,Charles Frazier,3.83,mystery
454,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",4.24,fairy tale fantasy
455,Something Blue,Emily Giffin,3.92,fiction
456,A Streetcar Named Desire,Tennessee Williams,3.97,science fiction
457,The Historian,Elizabeth Kostova,3.77,autobiographical
458,Station Eleven,Emily St. John Mandel,4.02,dictionary
459,En man som heter Ove,"Fredrik Backman, Henning Koch",4.35,comic
460,Clockwork Princess,Cassandra Clare,4.59,autobiographical
461,The Good Earth,Pearl S. Buck,3.97,horror
462,Ways of Seeing,John Berger,3.75,comic 
463,Dragonfly in Amber,Diana Gabaldon,4.31,mystery
464,Nuity,Anonymous,4.43,fiction
465,In Her Shoes,Jennifer Weiner,3.78,comic 
466,The Hobbit,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",4.48,genre
467,The Brief Wondrous Life of Oscar Wao,Junot DÃ­az,3.89,fiction
468,Their Eyes Were Watching God,Zora Neale Hurston,3.87,comic 
469,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",3.95,crime
470,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",4.06,horror
471,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",3.84,mystery
472,â€¦trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Viktor E. Frankl,4.33,fairy tale fantasy
473,In the Woods,Tana French,3.74,fiction
474,The God Delusion,Richard Dawkins,3.89,science fiction
475,Where She Went,Gayle Forman,4.06,autobiographical
476,The World According to Garp,John Irving,4.07,dictionary
477,Killing Floor,Lee Child,4.04,fiction
478,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner","Daniel Defoe, Gerald McCann, Virginia Woolf",3.66,comic 
479,Il Principe,"NiccolÃ² Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",3.78,crime
480,The Amber Spyglass,Philip Pullman,4.06,horror
481,Wizard's First Rule,Terry Goodkind,4.13,mystery
482,The Kitchen House,Kathleen Grissom,4.18,fairy tale fantasy
483,Franny and Zooey,J.D. Salinger,3.98,fiction
484,Choke,Chuck Palahniuk,3.69,science fiction
485,detyu,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",4.3,autobiographical
486,The City of Ember,Jeanne DuPrau,3.85,dictionary
487,The Andromeda Strain,Michael Crichton,3.87,comic
488,The Green Mile,Stephen King,4.42,autobiographical
489,The Prophet,Kahlil Gibran,4.22,horror
490,Maus: A Survivor's Tale : My Father Bleeds History,Art Spiegelman,4.35,comic 
491,Untamed: A House of Night Novel,"P.C. Cast, Kristin Cast",3.95,mystery
492,Speaker for the Dead,Orson Scott Card,4.04,fiction
493,Mere Christianity,C.S. Lewis,4.31,comic 
494,The Secret History,Donna Tartt,4.07,genre
495,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,fiction
496,The Clan of the Cave Bear,Jean M. Auel,4.02,comic 
497,Black Beauty,Anna Sewell,3.94,crime
498,Reduin,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",4.11,horror
499,American Psycho,Bret Easton Ellis,3.81,mystery
500,The Princess Diaries,Meg Cabot,3.76,fairy tale fantasy
501,The No. 1 Ladies' Detective Agency ,Alexander McCall Smith,3.75,fiction
502,"The Walking Dead, Vol. 1: Days Gone Bye","Robert Kirkman, Tony Moore",4.3,science fiction
503,2001: A Space Odyssey,Arthur C. Clarke,4.12,autobiographical
504,Graert,Francine Rivers,4.48,dictionary
505,Left Behind:  A Novel of the Earth's Last Days,"Tim LaHaye, Jerry B. Jenkins",3.81,fiction
506,The One,Kiera Cass,4.21,comic 
507,The Hunger Games Box Set,Suzanne Collins,4.49,crime
508,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,3.6,horror
509,Remember Me?,Sophie Kinsella,3.76,mystery
510,The Great Hunt,Robert Jordan,4.2,fiction
511,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,Patricia Cornwell,4.01,comic 
512,The Complete Tales of Edgar Allan Poe,Edgar Allan Poe,4.37,crime
513,The Hiding Place,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",4.42,horror
514,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.29,mystery
515,The Prince of Tides,Pat Conroy,4.22,fairy tale fantasy
516,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.17,fiction
517,Perfect Chemistry,Simone Elkeles,4.07,science fiction
518,Peter Pan,"J.M. Barrie, Michael Hague",4.1,autobiographical
519,Pretties,Scott Westerfeld,3.85,dictionary
520,asdert,"Haruki Murakami, Jay Rubin",4.17,comic
521,The Lincoln Lawyer ,Michael Connelly,4.14,autobiographical
522,Cloud Atlas,David Mitchell,4.01,horror
523,The Things They Carried,Tim O'Brien,4.12,comic 
524,Wall and Piece,Banksy,3.83,mystery
525,Pandemonium,Lauren Oliver,4.07,fiction
526,Darkly Dreaming Dexter,Jeff Lindsay,3.89,comic 
527,Living Dead in Dallas,Charlaine Harris,3.97,genre
528,The Dragon Reborn ,Robert Jordan,4.23,fiction
529,Gulliverâ€™s Travels,"Jonathan Swift, Robert DeMaria Jr.",3.55,comic 
530,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",4.06,crime
531,Beowulf,"Unknown, Seamus Heaney",3.42,horror
532,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",4.23,mystery
533,Go Set a Watchman,Harper Lee,3.31,fairy tale fantasy
534,When You Are Engulfed in Flames,David Sedaris,4.04,fiction
535,Daughter of Smoke & Bone,Laini Taylor,4.04,science fiction
536,Red Queen,Victoria Aveyard,4.08,autobiographical
537,The Power of Habit,Charles Duhigg,4.03,dictionary
538,Midnight in the Garden of Good and Evil,John Berendt,3.9,fiction
539,Hopeless,Colleen Hoover,4.34,comic 
540,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",4.2,crime
541,The Truth About Forever,Sarah Dessen,4.13,horror
542,The horse and his boy,C.S. Lewis,3.9,mystery
543,Last Sacrifice ,Richelle Mead,4.42,fairy tale fantasy
544,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams",4.18,fiction
545,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",4.29,science fiction
546,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,3.76,autobiographical
547,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",3.8,dictionary
548,Pretty Little Liars,Sara Shepard,3.9,comic
549,Corduroy,Don Freeman,4.28,autobiographical
550,The Omnivore's Dilemma,Michael Pollan,4.17,horror
551,Life After Life,Kate Atkinson,3.74,comic 
552,The Rescue,Nicholas Sparks,4.1,mystery
553,Needful Things,Stephen King,3.87,fiction
554,Voyager,Diana Gabaldon,4.38,comic 
555,mjuio,"Kenneth Branagh, William Shakespeare",4.12,genre
556,Cujo,Stephen King,3.65,fiction
557,The Virgin Suicides,Jeffrey Eugenides,3.83,comic 
558,Dead to the World,Charlaine Harris,4.13,crime
559,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",3.77,horror
560,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",3.64,mystery
561,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",4.22,fairy tale fantasy
562,The Way of Kings,Brandon Sanderson,4.64,fiction
563,Club Dead,Charlaine Harris,4.03,science fiction
564,It's Kind of a Funny Story,Ned Vizzini,4.14,autobiographical
565,germany,Brandon Sanderson,4.35,dictionary
566,After You,Jojo Moyes,3.7,fiction
567,The Language of Flowers,Vanessa Diffenbaugh,4.07,comic 
568,Batman: The Dark Knight Returns,"Frank Miller, Klaus Janson, Lynn Varley",4.25,crime
569,The Angel Experiment,James Patterson,4.08,horror
570,High Fidelity,Nick Hornby,3.94,mystery
571,The Guardian,Nicholas Sparks,4.14,fairy tale fantasy
572,Oryx and Crake,Margaret Atwood,4,fiction
573,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",John Gray,3.52,science fiction
574,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4,autobiographical
575,Timeline,Michael Crichton,3.83,dictionary
576,Candide,Voltaire,3.76,comic
577,Tuck Everlasting,Natalie Babbitt,3.85,autobiographical
578,Christine,"Stephen King, Marie Milpois",3.72,horror
579,Are You My Mother?,P.D. Eastman,4.16,comic 
580,The Story of Art,E.H. Gombrich,3.83,mystery
581,Scarlet,Marissa Meyer,4.3,fiction
582,"Rich Dad , Poor Dad",Robert T. Kiyosaki,3.95,comic 
583,Silence ,Becca Fitzpatrick,4.16,genre
584,The Magicians,Lev Grossman,3.47,fiction
585,Made in germany,"Tsugumi Ohba, Takeshi Obata",4.42,comic 
586,A Great and Terrible Beauty,Libba Bray,3.79,crime
587,Everything Is Illuminated,Jonathan Safran Foer,3.9,horror
588,The Bourne Supremacy,Robert Ludlum,4.09,mystery
589,Easy,Tammara Webber,4.11,fairy tale fantasy
590,David Copperfield,"Charles Dickens, Jeremy Tambling",3.96,fiction
591,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",4.11,science fiction
592,Zoonh,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",4.32,autobiographical
593,A Wizard of Earthsea,Ursula K. Le Guin,3.99,dictionary
594,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",4,fiction
595,A Separate Peace,John Knowles,3.56,comic 
596,The Rainmaker,John Grisham,3.91,crime
597,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford",3.85,horror
598,Assassin's Apprentice,Robin Hobb,4.14,mystery
599,The Restaurant at the End of the Universe,Douglas Adams,4.22,fairy tale fantasy
600,Torment,Lauren Kate,3.89,fiction
601,The Tale of Peter Rabbit,Beatrix Potter,4.17,science fiction
602,The Silver Chair,"C.S. Lewis, Pauline Baynes",3.95,autobiographical
603,The Hero of Ages,Brandon Sanderson,4.46,dictionary
604,"Girl, Interrupted",Susanna Kaysen,3.9,comic
605,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,3.85,autobiographical
606,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",3.8,horror
607,City of Heavenly Fire,Cassandra Clare,4.48,comic 
608,Love You Forever,"Robert Munsch, Sheila McGraw",4.34,mystery
609,Cell,Stephen King,3.64,fiction
610,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.32,comic 
611,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",3.87,genre
612,The Drawing of the Three,Stephen King,4.23,fiction
613,The Forgotten Garden,Kate Morton,4.12,comic 
614,Der ProzeÃŸ,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",3.98,crime
615,This Lullaby,Sarah Dessen,4.03,horror
616,Plain Truth,Jodi Picoult,3.97,mystery
617,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,3.7,fairy tale fantasy
618,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",4.09,fiction
619,"Thinking, Fast and Slow",Daniel Kahneman,4.08,science fiction
620,The Mists of Avalon,Marion Zimmer Bradley,4.12,autobiographical
621,"Are You There God? It's Me, Margaret",Judy Blume,3.89,dictionary
622,Nights in Rodanthe,Nicholas Sparks,3.82,fiction
623,Mr. Mercedes,Stephen King,3.92,comic 
624,All Together Dead,Charlaine Harris,4.05,crime
625,Midwives,Chris Bohjalian,3.97,horror
626,The Polar Express,Chris Van Allsburg,4.29,mystery
627,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith",4.29,fairy tale fantasy
628,Patriot Games,Tom Clancy,4.11,fiction
629,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",3.69,science fiction
630,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",3.94,autobiographical
631,Dead as a Doornail ,Charlaine Harris,4.01,dictionary
632,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,4.01,comic
633,Starship Troopers,Robert A. Heinlein,3.99,autobiographical
634,I've Got Your Number,Sophie Kinsella,3.93,horror
635,Sofies Verden,"Jostein Gaarder, Paulette MÃ¸ller",3.88,comic 
636,Summer in Egypt,Mark Cotta Vaz,4.3,mystery
637,The Martian Chronicles,Ray Bradbury,4.12,fiction
638,A Visit From the Goon Squad,Jennifer Egan,3.64,comic 
639,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",3.97,genre
640,Prey,Michael Crichton,3.72,fiction
641,The Last Battle,C.S. Lewis,4.02,comic 
642,World Without End,Ken Follett,4.23,crime
643,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",3.9,horror
644,Slammed,Colleen Hoover,4.29,mystery
645,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,3.84,fairy tale fantasy
646,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",3.48,fiction
647,Baby Proof,Emily Giffin,3.71,science fiction
648,Inheritance,Christopher Paolini,4.08,autobiographical
649,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",3.89,dictionary
650,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,3.83,fiction
651,Le FantÃ´me de l'OpÃ©ra,"Gaston Leroux, Alexander Teixeira de Mattos",3.97,comic 
652,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,4.02,crime
653,Ensaio Sobre a Cegueira,"JosÃ© Saramago, Giovanni Pontiero",4.08,horror
654,Freedom,Jonathan Franzen,3.73,mystery
655,Crossed,Ally Condie,3.52,fairy tale fantasy
656,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,3.82,fiction
657,The White Tiger,Aravind Adiga,3.71,science fiction
658,The Corrections,Jonathan Franzen,3.78,autobiographical
659,Dreams from My Father,Barack Obama,3.81,dictionary
660,Congo,Michael Crichton,3.55,comic
661,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",4.22,autobiographical
662,Interpreter of Maladies,Jhumpa Lahiri,4.12,horror
663,A People's History of the United States: 1492 to Present ,Howard Zinn,4.07,comic 
664,Breakfast at Tiffany's,Truman Capote,3.89,mystery
665,The Passage,Justin Cronin,4.04,fiction
666,Anansi Boys,Neil Gaiman,4,comic 
667,Along for the Ride,Sarah Dessen,4.08,genre
668,Everything I Never Told You,Celeste Ng,3.78,fiction
669,La casa de los espÃ­ritus,"Isabel Allende, Magda Bogin",4.2,comic 
670,The Dead Zone,Stephen King,3.9,crime
671,The Mysterious Affair at Styles,"Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…",3.98,horror
672,Murder in the Calais Coach,Agatha Christie,4.16,mystery
673,Americanah,Chimamanda Ngozi Adichie,4.26,fairy tale fantasy
674,Suzanne's Diary for Nicholas,James Patterson,4.16,fiction
675,Firestarter,Stephen King,3.85,science fiction
676,Entwined with You,Sylvia Day,4.19,autobiographical
677,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,4.27,dictionary
678,The Storied Life of A.J. Fikry,Gabrielle Zevin,3.98,fiction
679,Mad About Madeline,Ludwig Bemelmans,4.22,comic 
680,Think and Grow Rich,Napoleon Hill,4.17,crime
681,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",4.16,horror
682,Jonathan Strange & Mr Norrell,Susanna Clarke,3.8,mystery
683,A Bend in the Road,Nicholas Sparks,4.02,fairy tale fantasy
684,The House of Hades,Rick Riordan,4.54,fiction
685,Gone,Michael  Grant,3.85,science fiction
686,The Wedding,Nicholas Sparks,3.98,autobiographical
687,Bono,David McCullough,4.06,dictionary
688,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,3.98,comic
689,Beautiful Ruins,Jess Walter,3.67,autobiographical
690,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.69,horror
691,On Writing: A Memoir of the Craft,Stephen King,4.31,comic 
692,Firefly Lane,Kristin Hannah,4.04,mystery
693,Sphere,Michael Crichton,3.77,fiction
694,Love the One You're With,Emily Giffin,3.7,comic 
695,The Silkworm,"Robert Galbraith, J.K. Rowling",4.03,genre
696,The Vampire Lestat,Anne Rice,4.05,fiction
697,State of Wonder,Ann Patchett,3.85,comic 
698,The Silver Linings Playbook,Matthew Quick,4,crime
699,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",3.86,horror
700,The Constant Princess,Philippa Gregory,3.88,mystery
701,Mrs Dalloway,"Virginia Woolf, Maureen Howard",3.78,fairy tale fantasy
702,HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann,"Jonas Jonasson, Rod Bradbury",3.81,fiction
703,Bag of Bones,Stephen King,3.87,science fiction
704,The Cider House Rules,John Irving,4.1,autobiographical
705,Thinner,"Richard Bachman, Stephen King",3.66,dictionary
706,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss",3.9,fiction
707,Walk Two Moons,Sharon Creech,3.95,comic 
708,Onze minutos,"Paulo Coelho, Margaret Jull Costa",3.69,crime
709,Nine Stories,J.D. Salinger,4.19,horror
710,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,3.67,mystery
711,Unwind,Neal Shusterman,4.18,fairy tale fantasy
712,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.34,fiction
713,Prodigy,Marie Lu,4.29,science fiction
714,The Tragedie of King Lear,William Shakespeare,3.89,autobiographical
715,Death of a Salesman,Arthur Miller,3.49,dictionary
716,The Choice,Nicholas Sparks,3.99,comic
717,Just my things,Kate Egan,4.51,autobiographical
718,The Sound and the Fury,William Faulkner,3.86,horror
719,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,4.02,comic 
720,Django,Tite Kubo,4.21,mystery
721,Lomu,Allie Brosh,4.17,fiction
722,The Shadow Rising ,Robert Jordan,4.21,comic 
723,Shantaram,Gregory David Roberts,4.26,genre
